"ID_echantillon";"Nom_scientifique";"ID_espece";"Milieu_recolte";"T_ambiante";"Vent";"Humidite";"DI";"DI_test";"score_DI";"BT";"BT_test";"MT";"BB";"BB_test";"FI";"Nb_ramifications";"SD";"TMC_t0";"TMC_t24";"TDMC";"TD";"TDIA";"Gmin";"LMC_t0";"LMC_t24";"PEF";"LDMC";"Surface_F";"SLA";"LT";"VPD"
"40_3";"Diospyros fasciculosa";40;"L";27,4;1,4;75;9,5;0,5;9,5;22;22;761,6;25;25;1;11;1,73;78,87;66,05;559,07;0,62;10,57;13,06;99,21;63,18;18,06;502,5;24,86;7260,51;70,3;0,91
"40_4";"Diospyros fasciculosa";40;"L";27,4;1,4;75;9,5;0,5;9,5;14;14;744;20;20;1;8;2,77;84,57;70,18;541,81;0,37;7,48;9,18;91,92;41,55;26,28;521,65;30,1;8862,16;59,22;0,91
"40_5";"Diospyros fasciculosa";40;"L";27,4;1,4;75;9;1;9;21;21;755,4;20;20;1;7;2,2;86,29;74,8;536,8;0,42;7,86;17,14;113,59;69,08;20,88;468,46;31,95;8374,52;56,39;0,91
"40_6";"Diospyros fasciculosa";40;"L";27,4;1,4;75;9,5;0,5;9,5;34;34;692,3;85;85;1;8;2,2;78,92;66,71;558,91;0,39;7,64;11,1;104,02;68,92;17,21;490,4;54,67;9582,55;51,22;0,91
"41_1";"Acronychia laevis";41;"L";27,4;1,4;75;9,5;0,5;9,5;14;14;503;35;35;1;10;2,03;96,74;70,6;508,28;0,39;7,96;12,5;274,52;177,1;26,02;267,14;30,31;19410,83;13,79;0,91
"41_2";"Acronychia laevis";41;"L";27,4;1,4;75;9,5;0,5;9,5;22;22;695,1;50;50;1;15;1,19;72,58;55,96;579,43;0,43;7,96;12,53;207,92;105,23;36,42;340,14;21,57;15017,47;26,4;0,91
"41_3";"Acronychia laevis";41;"L";27,4;1,4;75;9,5;0,5;9,5;14;14;313;20;20;1;10;1,06;92,78;73,1;518,72;0,36;6,75;9,28;261,99;188,07;19,97;279,37;20,43;19623,61;14,63;0,91
"41_4";"Acronychia laevis";41;"L";27,4;1,4;75;9,5;0,5;9,5;16;16;487,2;70;70;1;9;1,51;115,28;84,37;464,52;0,37;6,88;5,76;225,87;123,28;31,91;308,13;28,01;16481,01;19,13;0,91
"41_5";"Acronychia laevis";41;"L";27,4;1,4;75;9;1;9;16;16;663,9;30;30;1;21;1,54;123,12;93,87;448,19;0,47;8,98;18,78;235,17;153,15;24,88;298,87;11,09;17828,77;16,9;0,91
"41_6";"Acronychia laevis";41;"L";27,4;1,4;75;9;1;9;13;13;451,6;35;35;1;18;2,18;99,84;76,11;500,4;0,42;8,12;9,66;213,11;122,23;29,57;320,29;14,52;17409,51;18,58;0,91
"42_1";"Codiaeum peltatum";42;"L";27,4;1,4;75;9,5;0,5;9,5;18;18;691,3;35;35;1;6;2,44;73,86;60,58;575,16;0,57;11,62;4,12;220,2;196,99;7,3;313,12;26,39;12895,14;24,57;0,91
"42_2";"Codiaeum peltatum";42;"L";27,4;1,4;75;7;3;7;8;8;678;15;15;1;6;2,61;87,89;76,22;532,23;0,63;10,99;2,5;197,18;171,01;8,88;337,64;17,52;11674,08;29,36;0,91
"42_3";"Codiaeum peltatum";42;"L";27,4;1,4;75;9;1;9;20;20;723,5;25;25;1;5;1,63;93,32;72,44;517,27;0,42;7,89;5,82;192,47;166,21;8,98;342,2;19,82;10852,51;31,61;0,91
"42_4";"Codiaeum peltatum";42;"L";27,4;1,4;75;9;1;9;12;12;692,7;15;15;1;7;1,71;89,94;73,4;526,48;0,59;11,03;4,14;227,92;201,56;8,12;307,86;22,38;13037,3;24,91;0,91
"42_6";"Codiaeum peltatum";42;"L";27,4;1,4;75;9;1;9;12;12;397,9;10;10;1;3;1,38;102,55;83,99;493,71;0,41;7,64;5,47;206,96;179,69;8,86;326,11;22,99;11741,1;27,84;0,91
"43_1";"Gardenia urvillei";43;"L";27,4;1,4;75;9;1;9;61;61;669,6;65;65;1;8;8,67;67,34;54,87;597,6;0,68;12,56;6,21;176,49;128,14;17,74;362,79;12,73;14147,02;26,14;0,91
"43_2";"Gardenia urvillei";43;"L";27,4;1,4;75;9,5;0,5;9,5;34;34;700,4;60;60;1;9;0,97;64,13;49,62;609,27;0,59;10,02;6,9;170,67;118,7;19,24;369,84;15,26;12359,78;30,05;0,91
"43_3";"Gardenia urvillei";43;"L";27,4;1,4;75;9,5;0,5;9,5;18;18;585,9;65;65;1;7;1,22;65,37;54,45;604,72;0,65;10,07;7,57;167,76;116,73;19,21;374,24;11,62;13137,53;28,92;0,91
"43_4";"Gardenia urvillei";43;"L";27,4;1,4;75;9,5;0,5;9,5;38;38;743,4;50;50;1;9;1,69;73,29;59,3;577,07;0,55;9,16;22,63;137,8;69,02;29,39;421,6;12,16;10848,73;39,16;0,91
"43_5";"Gardenia urvillei";43;"L";27,4;1,4;75;9;1;9;12;12;635,1;15;15;1;9;2,44;55,31;42,38;643,87;0,63;10,44;7,61;158,17;82,54;29,6;387,87;11,58;10912,61;35,69;0,91
"43_6";"Gardenia urvillei";43;"L";27,4;1,4;75;9,5;0,5;9,5;86;86;632,3;70;70;1;9;1,48;51,28;42,25;661,03;0,57;9,82;10,11;130,5;43,82;37,78;434,76;17,18;10408,56;42,25;0,91
"44_1";"Cordia dichotoma";44;"L";25,7;1,2;76,8;9,5;0,5;9,5;10;10;150;15;15;0;0;1,14;194,12;149,13;340;0,26;5,03;51,54;297,3;59,26;59,54;253,05;42,71;18355,33;14,25;0,77
"44_2";"Cordia dichotoma";44;"L";25,7;1,2;76,8;9,5;0,5;9,5;18;18;713,9;45;45;1;0;0,85;182,91;145,77;353,47;0,29;6,38;92,49;240,11;67,91;49,76;295,64;49,66;12063,72;24,95;0,77
"44_3";"Cordia dichotoma";44;"L";25,7;1,2;76,8;9;1;9;31;31;595,2;15;15;1;2;2,27;189,3;154,4;345,66;0,41;7,68;12,51;279,6;13,96;69,96;263,63;39,74;14932,09;17,67;0,77
"44_4";"Cordia dichotoma";44;"L";25,7;1,2;76,8;9;1;9;21;21;688,3;45;45;1;1;1,83;201,17;170,01;332,04;0,46;8,35;73,67;223,73;22,96;61,9;309,84;55,9;11159,3;28,35;0,77
"44_5";"Cordia dichotoma";44;"L";25,7;1,2;76,8;9;1;9;24;24;613,9;40;40;1;1;2,94;213,57;169,9;318,9;0,42;9,11;47,84;257,02;38,48;61,41;281,85;45,47;12550,03;22,69;0,77
"44_6";"Cordia dichotoma";44;"L";25,7;1,2;76,8;9;1;9;16;16;665,9;20;20;1;3;0,26;276,41;187,52;265,67;0,48;9,37;86,79;255,27;12,56;68,31;281,54;36,39;12976,78;21,73;0,77
"45_1";"Lepidocupania arcuata";45;"L";25,7;1,2;76,8;9;1;9;44;44;752,3;90;90;1;5;2,17;92,63;81,14;519,13;0,6;9,92;21,4;88,68;24,59;33,94;530,07;26,42;7123,83;75,05;0,77
"45_2";"Lepidocupania arcuata";45;"L";25,7;1,2;76,8;8,5;1,5;8,5;28;28;751,9;25;25;1;10;1,56;54,12;45,08;648,85;0,59;8,59;26,08;96,96;25,05;36,4;507,95;14,97;7312,8;71,08;0,77
"45_3";"Lepidocupania arcuata";45;"L";25,7;1,2;76,8;8,5;1,5;8,5;22;22;798,4;30;30;1;10;2,75;77,78;61,98;562,48;0,65;11,62;27,91;89,49;18,17;37,62;528,46;20,81;7124,1;74,31;0,77
"45_4";"Lepidocupania arcuata";45;"L";25,7;1,2;76,8;9;1;9;29;29;848;80;80;1;7;3,09;68,82;55,1;592,35;0,58;8,92;28,03;90,51;9,81;42,36;525,02;9,07;6760,51;78,11;0,77
"45_5";"Lepidocupania arcuata";45;"L";25,7;1,2;76,8;9;1;9;22;22;666,2;25;25;1;8;2,01;64,69;54,83;607,21;0,49;9,96;31,37;95,9;23,65;36,87;510,5;30,7;7860,87;64,98;0,77
"45_6";"Lepidocupania arcuata";45;"L";25,7;1,2;76,8;8;2;8;30;30;840,9;90;90;1;8;1,52;71,19;58,71;584,14;0,51;9,66;36,68;93,3;30,84;32,3;517,47;22,94;7954,42;65,2;0,77
"46_1";"Scaevola montana";46;"";24,1;2,4;64,2;9,5;0,5;9,5;16;16;649,1;35;35;1;16;2,84;112,78;77,67;469,97;0,49;9,84;14;423,19;247,16;34,99;192,99;11,43;21281,68;9,36;1,08
"46_2";"Scaevola montana";46;"";24,1;2,4;64,2;9,5;0,5;9,5;26;26;564,2;30;30;1;15;1,89;90,07;72,55;526,13;0,71;13,07;8,52;333,97;180,72;35,81;231,98;10,15;17140,43;13,65;1,08
"46_3";"Scaevola montana";46;"";24,1;2,4;64,2;9,5;0,5;9,5;16;16;505,4;40;40;1;17;1,67;118,48;96,3;457,71;0,5;8,2;15,75;358,76;174,84;39,9;218,55;11,93;17525,16;12,58;1,08
"46_4";"Scaevola montana";46;"";24,1;2,4;64,2;9,5;0,5;9,5;24;24;674,2;30;30;1;14;2,01;100,37;85,4;499,07;0,75;14,12;13,92;401,15;214,72;37,97;200,99;7,78;18255,2;11,26;1,08
"46_5";"Scaevola montana";46;"";24,1;2,4;64,2;0;1;9;0;9;150;0;10;0;8;0,97;111,97;88,65;471,76;0,51;9,57;20,25;455,08;307,66;26,74;180,79;17,84;23772,32;7,73;1,08
"46_6";"Scaevola montana";46;"";24,1;2,4;64,2;9,5;0,5;9,5;16;16;739,3;40;40;1;17;1,01;134,68;106,69;426,11;0,41;7,39;27,88;376,08;58,13;66,87;212,47;16,63;21535,54;10,08;1,08
"47_1";"Alstonia vieillardii";47;"N";24,1;2,4;64,2;9,5;0,5;9,5;30;30;603;30;30;1;0;10,33;124,33;114,37;445,77;0,5;9,8;12,61;354,33;289,18;14,19;220,72;341,34;14315,95;15,52;1,08
"47_2";"Alstonia vieillardii";47;"N";24,1;2,4;64,2;8,5;1,5;8,5;22;22;508,4;55;55;1;4;2,92;104,68;88,73;488,56;0,48;10,88;20,65;256,56;194,66;17,54;281,29;79,59;9330,05;30,34;1,08
"47_3";"Alstonia vieillardii";47;"N";24,1;2,4;64,2;9;1;9;31;31;642,5;40;40;1;1;10,91;102,39;91,91;494,1;0,54;10,45;11,19;231,92;174,89;17,28;304,13;167,95;8806,42;35,35;1,08
"47_4";"Alstonia vieillardii";47;"N";24,1;2,4;64,2;8;2;8;18;18;690,8;20;20;1;4;4,99;106,83;93,2;483,49;0,42;9,07;11,2;258,7;182,32;21,48;280,12;131,84;10888,37;25,99;1,08
"47_5";"Alstonia vieillardii";47;"N";24,1;2,4;64,2;9;1;9;16;16;739,5;30;30;1;3;6,09;75,55;61,66;569,64;0,46;9,39;7,05;244,8;142,55;29,84;290,25;70,69;12219,81;23,76;1,08
"47_6";"Alstonia vieillardii";47;"N";24,1;2,4;64,2;9;1;9;24;24;459;20;20;1;0;17,4;103,37;90,16;491,73;0,45;9,37;4,76;271,19;210,55;16,59;270,67;292,39;12605,24;21,89;1,08
"48_1";"Crossostylis grandiflora";48;"F";29,5;5;59,9;9;1;9;19;19;694;45;45;1;3;18,43;165,52;145,48;376,62;0,58;10,6;47,87;204,4;134,21;23,51;329,49;70,14;8382,4;39,49;1,65
"48_2";"Crossostylis grandiflora";48;"F";29,5;5;59,9;9;1;9;10;10;587,5;15;15;1;5;5,73;150,12;130,74;399,81;0,63;11,84;30,11;213,55;171,27;13,53;319,31;72,19;8884,91;36,32;1,65
"48_3";"Crossostylis grandiflora";48;"F";29,5;5;59,9;9;1;9;34;34;640,6;25;25;1;6;NA;156,07;137,62;390,52;0,63;11,71;22,77;211,5;156,56;17,88;323,97;94,37;8594,4;39,24;1,65
"48_4";"Crossostylis grandiflora";48;"F";29,5;5;59,9;8,5;1,5;8,5;18;18;630,6;30;30;1;3;8,32;160,71;141,71;383,57;0,58;12,62;45,03;218,8;173,42;14,48;318,03;68,52;8236,24;40,22;1,65
"48_5";"Crossostylis grandiflora";48;"F";29,5;5;59,9;9;1;9;23;23;711;50;50;1;1;8,71;151,15;155,1;398,17;0,65;11,5;55,14;226,87;174,97;15,88;306,01;89,66;8682,87;35,32;1,65
"48_6";"Crossostylis grandiflora";48;"F";29,5;5;59,9;9;1;9;17;17;677;90;90;1;5;5,61;155,7;133,6;391,08;0,51;10,63;14,57;240,14;187,9;15,62;298,97;46,44;10538,53;31,42;1,65
"49_1";"Geissois racemosa";49;"F";29,5;5;59,9;9;1;9;24;24;813,1;85;85;1;0;6,09;99;85,68;502,51;0,52;11,22;22,78;145,99;97,25;19,83;406,75;56,97;8507,9;47,87;1,65
"49_2";"Geissois racemosa";49;"F";29,5;5;59,9;9,5;0,5;9,5;32;32;750,3;75;75;1;2;5,73;153,52;142,48;394,45;0,88;16,76;17,77;179,48;128,86;18,16;360,56;88,13;9392,33;39,26;1,65
"49_3";"Geissois racemosa";49;"F";29,5;5;59,9;9;1;9;26;26;781,9;70;70;1;0;3,07;145,73;133,72;406,96;0,88;16,44;39,86;161,11;85,25;29,01;383,87;118,3;10089,34;38,42;1,65
"49_4";"Geissois racemosa";49;"F";29,5;5;59,9;9;1;9;26;26;702,1;30;30;1;0;4,06;25,43;23,25;797,28;0,39;9,68;25,48;186,87;95,9;31,68;348,78;161,56;11970,75;29,2;1,65
"49_5";"Geissois racemosa";49;"F";29,5;5;59,9;9;1;9;53;53;738,6;65;65;1;4;1,92;130,3;120,83;434,22;1,26;18,03;84,8;148,64;83,2;26,31;402,22;174,68;8001,2;50,3;1,65
"49_6";"Geissois racemosa";49;"F";29,5;5;59,9;9;1;9;44;44;702;95;95;1;0;4,41;131,39;117,81;432,16;0,49;10,46;72,03;195,06;105,92;30,12;339,19;111,59;11098,18;30,68;1,65
"50_1";"Glochidion billardierei";50;"";29,5;5;59,9;9,5;0,5;9,5;30;30;816,2;90;90;1;8;2,05;98,19;90,92;504,57;0,49;11,85;109,87;128,08;30,49;42,74;439,25;19,68;7835,78;56,06;1,65
"50_2";"Glochidion billardierei";50;"";29,5;5;59,9;9;1;9;29;29;697,5;50;50;1;10;3,01;141,55;132,78;414;0,63;12,44;136,44;128,58;25,33;45,09;438,17;17,8;7234,51;60,61;1,65
"50_3";"Glochidion billardierei";50;"";29,5;5;59,9;9,5;0,5;9,5;20;20;658,1;85;85;1;11;2,84;135,93;124,44;423,85;0,64;9,38;116,37;120,97;39,8;36,78;452,62;23,56;7034,55;64,52;1,65
"50_4";"Glochidion billardierei";50;"";29,5;5;59,9;9;1;9;26;26;848,2;80;80;1;10;3,1;133,62;122,04;428,05;0,59;13,61;71,59;115,93;35,37;37,2;463,87;16,56;8017,1;58,4;1,65
"50_5";"Glochidion billardierei";50;"";29,5;5;59,9;9;1;9;22;22;763,2;95;95;1;11;4,13;135,96;124,46;423,79;0,52;11,47;91,56;179,55;30,09;53,46;358,24;15,58;11173,85;32,55;1,65
"50_6";"Glochidion billardierei";50;"";29,5;5;59,9;9;1;9;28;28;638,5;75;75;1;10;1,16;154,27;142,85;393,28;0,64;12,48;60,74;137,32;41,19;40,5;422,44;19,22;10793,99;39,53;1,65
"51_1";"Aleurites moluccana";51;"";29,5;5;59,9;9;1;9;13;13;536,4;15;15;1;1;8,6;241,95;229,53;292,44;0,61;14,37;40,23;229,01;163,59;20,54;304,96;128,9;11959,89;25,91;1,65
"51_2";"Aleurites moluccana";51;"";29,5;5;59,9;9;1;9;20;20;736,3;30;30;1;3;4,21;207,49;197,42;325,21;0,66;13,58;33,27;236,02;180,95;17,87;306,46;139,22;12501,73;26,34;1,65
"51_3";"Aleurites moluccana";51;"";29,5;5;59,9;9;1;9;30;30;552,4;60;60;1;0;12,13;192,11;182,06;342,34;0,54;12,77;44,42;207,79;118,77;28,78;325,25;77,59;10428,97;31,22;1,65
"51_4";"Aleurites moluccana";51;"";29,5;5;59,9;9;1;9;26;26;717,8;60;60;1;0;8,53;155,64;146,56;391,18;0,44;11,55;33,63;228,38;132,9;29,77;306,97;90,99;11478,27;27,62;1,65
"51_5";"Aleurites moluccana";51;"";29,5;5;59,9;9,5;0,5;9,5;10;10;791,9;40;40;1;0;12,79;279,14;261,58;263,75;0,51;10,32;14,64;199,29;164,3;11,69;334,18;169,5;10768,38;31,05;1,65
"51_6";"Aleurites moluccana";51;"";29,5;5;59,9;9;1;9;18;18;712,4;30;30;1;0;13,64;176,83;162,53;361,23;0,52;11,35;5,74;212,58;190,12;7,23;320,23;186,69;11609,06;27,68;1,65
"52_1";"Trema cannabina";52;"N";29,5;5;59,9;9,5;0,5;9,5;28;28;628;80;80;1;12;0,47;179,73;150,16;357,49;0,37;9,51;71,24;234,19;90,09;43,77;301,13;25,95;21763,31;14,25;1,65
"52_2";"Trema cannabina";52;"N";29,5;5;59,9;9,5;0,5;9,5;24;24;709;85;85;1;12;0,49;164,05;111,24;378,71;0,27;8,35;93,55;224,51;43,63;55,9;309,45;29,05;22876,97;13,83;1,65
"52_3";"Trema cannabina";52;"N";29,5;5;59,9;9,5;0,5;9,5;22;22;597,4;35;35;1;5;1,95;226,02;195,93;306,73;0,32;8,96;86,03;251,89;55,32;55,42;286,16;38,01;23313,34;13,21;1,65
"52_4";"Trema cannabina";52;"N";29,5;5;59,9;9,5;0,5;9,5;18;18;593;45;45;1;8;0,61;173,79;139,84;365,24;0,31;7,37;63,31;239,69;48,24;56,19;294,96;34,48;22266,38;13,53;1,65
"52_5";"Trema cannabina";52;"N";29,5;5;59,9;9,5;0,5;9,5;20;20;667,1;50;50;1;4;1,07;209,58;166,84;323,01;0,25;6,57;35,96;230,24;72,79;44,39;320,23;49,77;24969,91;12,87;1,65
"52_6";"Trema cannabina";52;"N";29,5;5;59,9;9,5;0,5;9,5;20;20;544;25;25;1;15;0,51;154,92;119,77;392,28;0,36;7,19;55,39;216,99;30,34;58,93;315,83;33,49;22167,24;14,57;1,65
"53_1";"Elaeocarpus angustifolius";53;"";26,1;0;77,4;9,5;0,5;9,5;16;16;811,3;40;40;1;10;4,26;144,99;125,34;408,18;0,52;10,32;23,91;138,24;85,95;21,92;420,34;17,69;9175,6;46,35;0,76
"53_2";"Elaeocarpus angustifolius";53;"";26,1;2;77,4;9,5;0,5;9,5;14;14;737,9;45;45;1;9;2,37;126,08;107,44;442,31;0,47;10,39;25,08;149,47;109,23;16,2;401,16;26,92;10573,41;38,15;0,76
"53_3";"Elaeocarpus angustifolius";53;"";26,1;2;77,4;9,5;0,5;9,5;18;18;710,4;90;90;1;4;0,9;130,16;111,16;434,49;0,36;8,38;27,88;146,55;75,96;28,84;405,92;23,58;10975,99;37,08;0,76
"53_4";"Elaeocarpus angustifolius";53;"";26,1;0;77,4;9,5;0,5;9,5;22;22;665,4;60;60;1;8;1,49;137,71;110,14;420,67;0,37;8,74;52,39;143,39;98,7;18,43;411,09;26,71;10824,58;38,05;0,76
"53_5";"Elaeocarpus angustifolius";53;"";26,1;0;77,4;9,5;0,5;9,5;10;10;677;45;45;1;9;2,56;151,14;129,19;398,18;0,42;9,16;21,52;160,14;97,25;24,38;384,88;22,62;12254,08;31,53;0,76
"53_6";"Elaeocarpus angustifolius";53;"";26,1;2;77,4;9,5;0,5;9,5;30;30;601,4;65;65;1;5;0,88;131,48;112,94;432,01;0,47;8,65;35,81;174,42;74,32;36,89;364,91;24,55;13854,55;26,42;0,76
"54_1";"Erythrina variegata var. fastigiata";54;"N";26,1;0;77,4;9,5;0,5;9,5;18;18;637,7;70;70;1;3;1,05;222,72;194,79;309,87;0,54;9,4;77,38;237,85;130,69;31,81;296,35;32,21;18862,64;15,75;0,76
"54_2";"Erythrina variegata var. fastigiata";54;"N";26,1;0;77,4;9,5;0,5;9,5;28;28;641,6;85;85;1;0;3,79;185,42;168,31;350,36;0,67;11,66;85,34;247,56;154,27;26,87;287,75;40,99;16410,57;17,54;0,76
"54_3";"Erythrina variegata var. fastigiata";54;"N";26,1;2;77,4;9,5;0,5;9,5;30;30;710,6;80;80;1;5;1,11;155,69;142,48;391,09;0,46;9,14;63,08;288,94;153,21;37,5;268,02;34,32;18478,11;15,22;0,76
"54_4";"Erythrina variegata var. fastigiata";54;"N";26,1;2;77,4;9,5;0,5;9,5;30;30;710,4;95;95;1;3;2,41;163,9;145,75;378,94;0,56;11,02;56,16;225,06;62,08;50,16;309,4;19,97;19591,41;16,82;0,76
"54_5";"Erythrina variegata var. fastigiata";54;"N";26,1;2;77,4;9,5;0,5;9,5;42;42;640;80;80;1;4;1,33;147,42;131,36;404,17;0,45;9,39;57,36;228,16;62,49;50,17;308,79;17,56;21377,98;16,66;0,76
"54_6";"Erythrina variegata var. fastigiata";54;"N";26,1;2;77,4;9,5;0,5;9,5;16;16;630,5;80;80;1;6;1,26;156,27;147,06;390,21;0,63;11,56;24,52;211,36;65,46;46,84;321,23;43,14;19949,2;16,26;0,76
